country,year,final_v2x_libdem,gov_popul_weighted,date
Poland,1999,0.806,0.5468694885361552,1998-12-31
Poland,1999,0.806,0.5468694885361552,1999-01-01
Poland,2000,0.806,0.5468694885361552,1999-12-31
Poland,2000,0.806,0.5468694885361552,2000-01-01
Poland,2001,0.807,0.3990342205323194,2000-12-31
Poland,2001,0.807,0.3990342205323194,2001-01-01
Poland,2002,0.809,0.3990342205323194,2001-12-31
Poland,2002,0.809,0.3990342205323194,2002-01-01
Poland,2003,0.809,0.3990342205323194,2002-12-31
Poland,2003,0.809,0.3990342205323194,2003-01-01
Poland,2004,0.809,0.3990342205323194,2003-12-31
Poland,2004,0.809,0.3990342205323194,2004-01-01
Poland,2005,0.811,0.892671669793621,2004-12-31
Poland,2005,0.811,0.892671669793621,2005-01-01
Poland,2006,0.8,0.892671669793621,2005-12-31
Poland,2006,0.8,0.892671669793621,2006-01-01
Poland,2007,0.8,0.2849347408829175,2006-12-31
Poland,2007,0.8,0.2849347408829175,2007-01-01
Poland,2008,0.825,0.2849347408829175,2007-12-31
Poland,2008,0.825,0.2849347408829175,2008-01-01
Poland,2009,0.825,0.2849347408829175,2008-12-31
Poland,2009,0.825,0.2849347408829175,2009-01-01
Poland,2010,0.827,0.2849347408829175,2009-12-31
Poland,2010,0.827,0.2849347408829175,2010-01-01
Poland,2011,0.829,0.23121722113502932,2010-12-31
Poland,2011,0.829,0.23121722113502932,2011-01-01
Poland,2012,0.827,0.23121722113502932,2011-12-31
Poland,2012,0.827,0.23121722113502932,2012-01-01
Poland,2013,0.821,0.23121722113502932,2012-12-31
Poland,2013,0.821,0.23121722113502932,2013-01-01
Poland,2014,0.809,0.23121722113502932,2013-12-31
Poland,2014,0.809,0.23121722113502932,2014-01-01
Poland,2015,0.786,0.974,2014-12-31
Poland,2015,0.786,0.974,2015-01-01
Poland,2016,0.613,0.974,2015-12-31
Poland,2016,0.613,0.974,2016-01-01
Poland,2017,0.552,0.974,2016-12-31
Poland,2017,0.552,0.974,2017-01-01
Poland,2018,0.531,0.974,2017-12-31
Poland,2018,0.531,0.974,2018-01-01
Poland,2019,0.524,0.938,2018-12-31
Poland,2019,0.524,0.938,2019-01-01
Poland,2020,0.458,0.938,2019-12-31
Poland,2020,0.458,0.938,2020-01-01
Poland,2021,0.425,0.938,2020-12-31
Poland,2021,0.425,0.938,2021-01-01
Poland,2022,0.425,0.938,2021-12-31
Poland,2022,0.425,0.938,2022-01-01
Portugal,1990,0.824,NA,1989-12-31
Portugal,1990,0.824,NA,1990-01-01
Portugal,1991,0.81,0.186,1990-12-31
Portugal,1991,0.81,0.186,1991-01-01
Portugal,1992,0.809,0.186,1991-12-31
Portugal,1992,0.809,0.186,1992-01-01
Portugal,1993,0.809,0.186,1992-12-31
Portugal,1993,0.809,0.186,1993-01-01
Portugal,1994,0.809,0.186,1993-12-31
Portugal,1994,0.809,0.186,1994-01-01
Portugal,1995,0.812,0.319,1994-12-31
Portugal,1995,0.812,0.319,1995-01-01
Portugal,1996,0.82,0.319,1995-12-31
Portugal,1996,0.82,0.319,1996-01-01
Portugal,1997,0.82,0.319,1996-12-31
Portugal,1997,0.82,0.319,1997-01-01
Portugal,1998,0.82,0.319,1997-12-31
Portugal,1998,0.82,0.319,1998-01-01
Portugal,1999,0.821,0.319,1998-12-31
Portugal,1999,0.821,0.319,1999-01-01
Portugal,2000,0.822,0.319,1999-12-31
Portugal,2000,0.822,0.319,2000-01-01
Portugal,2001,0.826,0.319,2000-12-31
Portugal,2001,0.826,0.319,2001-01-01
Portugal,2002,0.831,0.14724131274131272,2001-12-31
Portugal,2002,0.831,0.14724131274131272,2002-01-01
Portugal,2003,0.831,0.14724131274131272,2002-12-31
Portugal,2003,0.831,0.14724131274131272,2003-01-01
Portugal,2004,0.831,0.14724131274131272,2003-12-31
Portugal,2004,0.831,0.14724131274131272,2004-01-01
Portugal,2005,0.841,0.319,2004-12-31
Portugal,2005,0.841,0.319,2005-01-01
Portugal,2006,0.843,0.319,2005-12-31
Portugal,2006,0.843,0.319,2006-01-01
Portugal,2007,0.843,0.319,2006-12-31
Portugal,2007,0.843,0.319,2007-01-01
Portugal,2008,0.842,0.319,2007-12-31
Portugal,2008,0.842,0.319,2008-01-01
Portugal,2009,0.843,0.319,2008-12-31
Portugal,2009,0.843,0.319,2009-01-01
Portugal,2010,0.845,0.319,2009-12-31
Portugal,2010,0.845,0.319,2010-01-01
Portugal,2011,0.837,0.1436376306620209,2010-12-31
Portugal,2011,0.837,0.1436376306620209,2011-01-01
Portugal,2012,0.843,0.1436376306620209,2011-12-31
Portugal,2012,0.843,0.1436376306620209,2012-01-01
Portugal,2013,0.836,0.1436376306620209,2012-12-31
Portugal,2013,0.836,0.1436376306620209,2013-01-01
Portugal,2014,0.836,0.1436376306620209,2013-12-31
Portugal,2014,0.836,0.1436376306620209,2014-01-01
Portugal,2015,0.834,0.3595687382297552,2014-12-31
Portugal,2015,0.834,0.3595687382297552,2015-01-01
Portugal,2016,0.836,0.3595687382297552,2015-12-31
Portugal,2016,0.836,0.3595687382297552,2016-01-01
Portugal,2017,0.855,0.3595687382297552,2016-12-31
Portugal,2017,0.855,0.3595687382297552,2017-01-01
Portugal,2018,0.856,0.3595687382297552,2017-12-31
Portugal,2018,0.856,0.3595687382297552,2018-01-01
Portugal,2019,0.827,0.319,2018-12-31
Portugal,2019,0.827,0.319,2019-01-01
Portugal,2020,0.813,0.319,2019-12-31
Portugal,2020,0.813,0.319,2020-01-01
Portugal,2021,0.813,0.319,2020-12-31
Portugal,2021,0.813,0.319,2021-01-01
Portugal,2022,0.753,0.319,2021-12-31
Portugal,2022,0.753,0.319,2022-01-01
Romania,1990,0.302,0.349,1989-12-31
Romania,1990,0.302,0.349,1990-01-01
Romania,1991,0.336,0.349,1990-12-31
Romania,1991,0.336,0.349,1991-01-01
Romania,1992,0.369,0.5439466357308586,1991-12-31
Romania,1992,0.369,0.5439466357308586,1992-01-01
Romania,1993,0.393,0.5439466357308586,1992-12-31
Romania,1993,0.393,0.5439466357308586,1993-01-01
Romania,1994,0.393,0.5439466357308586,1993-12-31
Romania,1994,0.393,0.5439466357308586,1994-01-01
Romania,1995,0.393,0.5439466357308586,1994-12-31
Romania,1995,0.393,0.5439466357308586,1995-01-01
Romania,1996,0.415,0.1727250922509225,1995-12-31
Romania,1996,0.415,0.1727250922509225,1996-01-01
Romania,1997,0.447,0.1727250922509225,1996-12-31
Romania,1997,0.447,0.1727250922509225,1997-01-01
Romania,1998,0.447,0.1727250922509225,1997-12-31
Romania,1998,0.447,0.1727250922509225,1998-01-01
Romania,1999,0.442,0.1727250922509225,1998-12-31
Romania,1999,0.442,0.1727250922509225,1999-01-01
Romania,2000,0.438,0.1727250922509225,1999-12-31
Romania,2000,0.438,0.1727250922509225,2000-01-01
Romania,2001,0.425,0.1727250922509225,2000-12-31
Romania,2001,0.425,0.1727250922509225,2001-01-01
Romania,2002,0.426,0.1727250922509225,2001-12-31
Romania,2002,0.426,0.1727250922509225,2002-01-01
Romania,2003,0.442,0.1727250922509225,2002-12-31
Romania,2003,0.442,0.1727250922509225,2003-01-01
Romania,2004,0.435,0.1727250922509225,2003-12-31
Romania,2004,0.435,0.1727250922509225,2004-01-01
Romania,2005,0.459,0.1727250922509225,2004-12-31
Romania,2005,0.459,0.1727250922509225,2005-01-01
Romania,2006,0.462,0.1727250922509225,2005-12-31
Romania,2006,0.462,0.1727250922509225,2006-01-01
Romania,2007,0.479,0.1727250922509225,2006-12-31
Romania,2007,0.479,0.1727250922509225,2007-01-01
Romania,2008,0.492,0.3413967310549777,2007-12-31
Romania,2008,0.492,0.3413967310549777,2008-01-01
Romania,2009,0.534,0.3413967310549777,2008-12-31
Romania,2009,0.534,0.3413967310549777,2009-01-01
Romania,2010,0.549,0.3413967310549777,2009-12-31
Romania,2010,0.549,0.3413967310549777,2010-01-01
Romania,2011,0.551,0.3413967310549777,2010-12-31
Romania,2011,0.551,0.3413967310549777,2011-01-01
Romania,2012,0.537,0.2954193061840121,2011-12-31
Romania,2012,0.537,0.2954193061840121,2012-01-01
Romania,2013,0.559,0.2954193061840121,2012-12-31
Romania,2013,0.559,0.2954193061840121,2013-01-01
Romania,2014,0.567,0.2954193061840121,2013-12-31
Romania,2014,0.567,0.2954193061840121,2014-01-01
Romania,2015,0.604,0.2954193061840121,2014-12-31
Romania,2015,0.604,0.2954193061840121,2015-01-01
Romania,2016,0.625,0.33716357504215855,2015-12-31
Romania,2016,0.625,0.33716357504215855,2016-01-01
Romania,2017,0.533,0.33716357504215855,2016-12-31
Romania,2017,0.533,0.33716357504215855,2017-01-01
Romania,2018,0.487,0.33716357504215855,2017-12-31
Romania,2018,0.487,0.33716357504215855,2018-01-01
Romania,2019,0.555,0.33716357504215855,2018-12-31
Romania,2019,0.555,0.33716357504215855,2019-01-01
Romania,2020,0.672,0.33716357504215855,2019-12-31
Romania,2020,0.672,0.33716357504215855,2020-01-01
Romania,2021,0.611,0.33716357504215855,2020-12-31
Romania,2021,0.611,0.33716357504215855,2021-01-01
Romania,2022,0.547,0.33716357504215855,2021-12-31
Romania,2022,0.547,0.33716357504215855,2022-01-01
Russia,1990,0.094,NA,1989-12-31
Russia,1990,0.094,NA,1990-01-01
Russia,1991,0.129,NA,1990-12-31
Russia,1991,0.129,NA,1991-01-01
Russia,1992,0.305,NA,1991-12-31
Russia,1992,0.305,NA,1992-01-01
Russia,1993,0.298,0.263,1992-12-31
Russia,1993,0.298,0.263,1993-01-01
Russia,1994,0.299,0.263,1993-12-31
Russia,1994,0.299,0.263,1994-01-01
Russia,1995,0.302,0.133,1994-12-31
Russia,1995,0.302,0.133,1995-01-01
Russia,1996,0.297,0.133,1995-12-31
Russia,1996,0.297,0.133,1996-01-01
Russia,1997,0.29,0.133,1996-12-31
Russia,1997,0.29,0.133,1997-01-01
Russia,1998,0.29,0.133,1997-12-31
Russia,1998,0.29,0.133,1998-01-01
Russia,1999,0.291,0.26858133333333334,1998-12-31
Russia,1999,0.291,0.26858133333333334,1999-01-01
Russia,2000,0.227,0.26858133333333334,1999-12-31
Russia,2000,0.227,0.26858133333333334,2000-01-01
Russia,2001,0.206,0.26858133333333334,2000-12-31
Russia,2001,0.206,0.26858133333333334,2001-01-01
Russia,2002,0.183,0.26858133333333334,2001-12-31
Russia,2002,0.183,0.26858133333333334,2002-01-01
Russia,2003,0.172,0.3391332312404288,2002-12-31
Russia,2003,0.172,0.3391332312404288,2003-01-01
Russia,2004,0.158,0.3391332312404288,2003-12-31
Russia,2004,0.158,0.3391332312404288,2004-01-01
Russia,2005,0.154,0.3391332312404288,2004-12-31
Russia,2005,0.154,0.3391332312404288,2005-01-01
Russia,2006,0.155,0.3391332312404288,2005-12-31
Russia,2006,0.155,0.3391332312404288,2006-01-01
Russia,2007,0.147,0.22211683848797253,2006-12-31
Russia,2007,0.147,0.22211683848797253,2007-01-01
Russia,2008,0.141,0.22211683848797253,2007-12-31
Russia,2008,0.141,0.22211683848797253,2008-01-01
Russia,2009,0.143,0.22211683848797253,2008-12-31
Russia,2009,0.143,0.22211683848797253,2009-01-01
Russia,2010,0.138,0.22211683848797253,2009-12-31
Russia,2010,0.138,0.22211683848797253,2010-01-01
Russia,2011,0.137,0.2951635220125786,2010-12-31
Russia,2011,0.137,0.2951635220125786,2011-01-01
Russia,2012,0.124,0.2951635220125786,2011-12-31
Russia,2012,0.124,0.2951635220125786,2012-01-01
Russia,2013,0.119,0.2951635220125786,2012-12-31
Russia,2013,0.119,0.2951635220125786,2013-01-01
Russia,2014,0.114,0.2951635220125786,2013-12-31
Russia,2014,0.114,0.2951635220125786,2014-01-01
Russia,2015,0.111,0.2951635220125786,2014-12-31
Russia,2015,0.111,0.2951635220125786,2015-01-01
Russia,2016,0.111,0.17981199538638984,2015-12-31
Russia,2016,0.111,0.17981199538638984,2016-01-01
Russia,2017,0.11,0.17981199538638984,2016-12-31
Russia,2017,0.11,0.17981199538638984,2017-01-01
Russia,2018,0.111,0.17981199538638984,2017-12-31
Russia,2018,0.111,0.17981199538638984,2018-01-01
Russia,2019,0.108,0.17981199538638984,2018-12-31
Russia,2019,0.108,0.17981199538638984,2019-01-01
Russia,2020,0.104,0.17981199538638984,2019-12-31
Russia,2020,0.104,0.17981199538638984,2020-01-01
Russia,2021,0.102,0.17981199538638984,2020-12-31
Russia,2021,0.102,0.17981199538638984,2021-01-01
Russia,2022,0.071,0.17981199538638984,2021-12-31
Russia,2022,0.071,0.17981199538638984,2022-01-01
Serbia,1990,0.154,0.543,1989-12-31
Serbia,1990,0.154,0.543,1990-01-01
Serbia,1991,0.106,0.543,1990-12-31
Serbia,1991,0.106,0.543,1991-01-01
Serbia,1992,0.149,0.5874712643678162,1991-12-31
Serbia,1992,0.149,0.5874712643678162,1992-01-01
Serbia,1993,0.178,0.481,1992-12-31
Serbia,1993,0.178,0.481,1993-01-01
Serbia,1994,0.18,0.481,1993-12-31
Serbia,1994,0.18,0.481,1994-01-01
Serbia,1995,0.18,0.481,1994-12-31
Serbia,1995,0.18,0.481,1995-01-01
Serbia,1996,0.183,0.5146,1995-12-31
Serbia,1996,0.183,0.5146,1996-01-01
Serbia,1997,0.185,0.4244166666666667,1996-12-31
Serbia,1997,0.185,0.4244166666666667,1997-01-01
Serbia,1998,0.183,0.4244166666666667,1997-12-31
Serbia,1998,0.183,0.4244166666666667,1998-01-01
Serbia,1999,0.182,0.4244166666666667,1998-12-31
Serbia,1999,0.182,0.4244166666666667,1999-01-01
Serbia,2000,0.275,0.19937419354838712,1999-12-31
Serbia,2000,0.275,0.19937419354838712,2000-01-01
Serbia,2001,0.49,0.19937419354838712,2000-12-31
Serbia,2001,0.49,0.19937419354838712,2001-01-01
Serbia,2002,0.508,0.19937419354838712,2001-12-31
Serbia,2002,0.508,0.19937419354838712,2002-01-01
Serbia,2003,0.54,0.2984961832061069,2002-12-31
Serbia,2003,0.54,0.2984961832061069,2003-01-01
Serbia,2004,0.528,0.2984961832061069,2003-12-31
Serbia,2004,0.528,0.2984961832061069,2004-01-01
Serbia,2005,0.53,0.2984961832061069,2004-12-31
Serbia,2005,0.53,0.2984961832061069,2005-01-01
Serbia,2006,0.533,0.2984961832061069,2005-12-31
Serbia,2006,0.533,0.2984961832061069,2006-01-01
Serbia,2007,0.53,0.20605384615384617,2006-12-31
Serbia,2007,0.53,0.20605384615384617,2007-01-01
Serbia,2008,0.535,0.148,2007-12-31
Serbia,2008,0.535,0.148,2008-01-01
Serbia,2009,0.533,0.148,2008-12-31
Serbia,2009,0.533,0.148,2009-01-01
Serbia,2010,0.513,0.148,2009-12-31
Serbia,2010,0.513,0.148,2010-01-01
Serbia,2011,0.513,0.148,2010-12-31
Serbia,2011,0.513,0.148,2011-01-01
Serbia,2012,0.49,0.5109022556390977,2011-12-31
Serbia,2012,0.49,0.5109022556390977,2012-01-01
Serbia,2013,0.4,0.5109022556390977,2012-12-31
Serbia,2013,0.4,0.5109022556390977,2013-01-01
Serbia,2014,0.362,0.6672970297029702,2013-12-31
Serbia,2014,0.362,0.6672970297029702,2014-01-01
Serbia,2015,0.348,0.6672970297029702,2014-12-31
Serbia,2015,0.348,0.6672970297029702,2015-01-01
Serbia,2016,0.329,0.7658187499999999,2015-12-31
Serbia,2016,0.329,0.7658187499999999,2016-01-01
Serbia,2017,0.296,0.7658187499999999,2016-12-31
Serbia,2017,0.296,0.7658187499999999,2017-01-01
Serbia,2018,0.292,0.7658187499999999,2017-12-31
Serbia,2018,0.292,0.7658187499999999,2018-01-01
Serbia,2019,0.288,0.7658187499999999,2018-12-31
Serbia,2019,0.288,0.7658187499999999,2019-01-01
Serbia,2020,0.251,0.7658187499999999,2019-12-31
Serbia,2020,0.251,0.7658187499999999,2020-01-01
Serbia,2021,0.243,0.7658187499999999,2020-12-31
Serbia,2021,0.243,0.7658187499999999,2021-01-01
Serbia,2022,0.265,0.7658187499999999,2021-12-31
Serbia,2022,0.265,0.7658187499999999,2022-01-01
Slovakia,1993,0.642,NA,1992-12-31
Slovakia,1993,0.642,NA,1993-01-01
Slovakia,1994,0.551,0.5038772563176895,1993-12-31
Slovakia,1994,0.551,0.5038772563176895,1994-01-01
Slovakia,1995,0.548,0.5038772563176895,1994-12-31
Slovakia,1995,0.548,0.5038772563176895,1995-01-01
Slovakia,1996,0.548,0.5038772563176895,1995-12-31
Slovakia,1996,0.548,0.5038772563176895,1996-01-01
Slovakia,1997,0.548,0.5038772563176895,1996-12-31
Slovakia,1997,0.548,0.5038772563176895,1997-01-01
Slovakia,1998,0.641,0.5038772563176895,1997-12-31
Slovakia,1998,0.641,0.5038772563176895,1998-01-01
Slovakia,1999,0.755,0.5038772563176895,1998-12-31
Slovakia,1999,0.755,0.5038772563176895,1999-01-01
Slovakia,2000,0.758,0.5038772563176895,1999-12-31
Slovakia,2000,0.758,0.5038772563176895,2000-01-01
Slovakia,2001,0.758,0.5038772563176895,2000-12-31
Slovakia,2001,0.758,0.5038772563176895,2001-01-01
Slovakia,2002,0.758,0.15655576923076925,2001-12-31
Slovakia,2002,0.758,0.15655576923076925,2002-01-01
Slovakia,2003,0.759,0.15655576923076925,2002-12-31
Slovakia,2003,0.759,0.15655576923076925,2003-01-01
Slovakia,2004,0.76,0.15655576923076925,2003-12-31
Slovakia,2004,0.76,0.15655576923076925,2004-01-01
Slovakia,2005,0.76,0.15655576923076925,2004-12-31
Slovakia,2005,0.76,0.15655576923076925,2005-01-01
Slovakia,2006,0.731,0.5442155477031801,2005-12-31
Slovakia,2006,0.731,0.5442155477031801,2006-01-01
Slovakia,2007,0.738,0.5442155477031801,2006-12-31
Slovakia,2007,0.738,0.5442155477031801,2007-01-01
Slovakia,2008,0.741,0.5442155477031801,2007-12-31
Slovakia,2008,0.741,0.5442155477031801,2008-01-01
Slovakia,2009,0.744,0.5442155477031801,2008-12-31
Slovakia,2009,0.744,0.5442155477031801,2009-01-01
Slovakia,2010,0.76,0.1582011385199241,2009-12-31
Slovakia,2010,0.76,0.1582011385199241,2010-01-01
Slovakia,2011,0.765,0.1582011385199241,2010-12-31
Slovakia,2011,0.765,0.1582011385199241,2011-01-01
Slovakia,2012,0.746,0.528,2011-12-31
Slovakia,2012,0.746,0.528,2012-01-01
Slovakia,2013,0.73,0.528,2012-12-31
Slovakia,2013,0.73,0.528,2013-01-01
Slovakia,2014,0.735,0.528,2013-12-31
Slovakia,2014,0.735,0.528,2014-01-01
Slovakia,2015,0.736,0.528,2014-12-31
Slovakia,2015,0.736,0.528,2015-01-01
Slovakia,2016,0.736,0.34655555555555556,2015-12-31
Slovakia,2016,0.736,0.34655555555555556,2016-01-01
Slovakia,2017,0.731,0.34655555555555556,2016-12-31
Slovakia,2017,0.731,0.34655555555555556,2017-01-01
Slovakia,2018,0.708,0.34655555555555556,2017-12-31
Slovakia,2018,0.708,0.34655555555555556,2018-01-01
Slovakia,2019,0.748,0.34655555555555556,2018-12-31
Slovakia,2019,0.748,0.34655555555555556,2019-01-01
Slovakia,2020,0.776,0.34655555555555556,2019-12-31
Slovakia,2020,0.776,0.34655555555555556,2020-01-01
Slovakia,2021,0.778,0.34655555555555556,2020-12-31
Slovakia,2021,0.778,0.34655555555555556,2021-01-01
Slovakia,2022,0.779,0.34655555555555556,2021-12-31
Slovakia,2022,0.779,0.34655555555555556,2022-01-01
Slovenia,1990,0.52,0.42660798548094375,1989-12-31
Slovenia,1990,0.52,0.42660798548094375,1990-01-01
Slovenia,1991,0.725,0.42660798548094375,1990-12-31
Slovenia,1991,0.725,0.42660798548094375,1991-01-01
Slovenia,1992,0.771,0.23584700315457413,1991-12-31
Slovenia,1992,0.771,0.23584700315457413,1992-01-01
Slovenia,1993,0.764,0.23584700315457413,1992-12-31
Slovenia,1993,0.764,0.23584700315457413,1993-01-01
Slovenia,1994,0.771,0.23584700315457413,1993-12-31
Slovenia,1994,0.771,0.23584700315457413,1994-01-01
Slovenia,1995,0.766,0.23584700315457413,1994-12-31
Slovenia,1995,0.766,0.23584700315457413,1995-01-01
Slovenia,1996,0.774,0.27580981595092025,1995-12-31
Slovenia,1996,0.774,0.27580981595092025,1996-01-01
Slovenia,1997,0.769,0.27580981595092025,1996-12-31
Slovenia,1997,0.769,0.27580981595092025,1997-01-01
Slovenia,1998,0.766,0.27580981595092025,1997-12-31
Slovenia,1998,0.766,0.27580981595092025,1998-01-01
Slovenia,1999,0.765,0.27580981595092025,1998-12-31
Slovenia,1999,0.765,0.27580981595092025,1999-01-01
Slovenia,2000,0.759,0.23460559006211182,1999-12-31
Slovenia,2000,0.759,0.23460559006211182,2000-01-01
Slovenia,2001,0.743,0.23460559006211182,2000-12-31
Slovenia,2001,0.743,0.23460559006211182,2001-01-01
Slovenia,2002,0.765,0.23460559006211182,2001-12-31
Slovenia,2002,0.765,0.23460559006211182,2002-01-01
Slovenia,2003,0.76,0.23460559006211182,2002-12-31
Slovenia,2003,0.76,0.23460559006211182,2003-01-01
Slovenia,2004,0.74,0.662148,2003-12-31
Slovenia,2004,0.74,0.662148,2004-01-01
Slovenia,2005,0.739,0.662148,2004-12-31
Slovenia,2005,0.739,0.662148,2005-01-01
Slovenia,2006,0.742,0.662148,2005-12-31
Slovenia,2006,0.742,0.662148,2006-01-01
Slovenia,2007,0.744,0.662148,2006-12-31
Slovenia,2007,0.744,0.662148,2007-01-01
Slovenia,2008,0.745,0.3269424460431655,2007-12-31
Slovenia,2008,0.745,0.3269424460431655,2008-01-01
Slovenia,2009,0.8,0.3269424460431655,2008-12-31
Slovenia,2009,0.8,0.3269424460431655,2009-01-01
Slovenia,2010,0.798,0.3269424460431655,2009-12-31
Slovenia,2010,0.798,0.3269424460431655,2010-01-01
Slovenia,2011,0.791,0.5930449218749999,2010-12-31
Slovenia,2011,0.791,0.5930449218749999,2011-01-01
Slovenia,2012,0.774,0.5930449218749999,2011-12-31
Slovenia,2012,0.774,0.5930449218749999,2012-01-01
Slovenia,2013,0.784,0.5930449218749999,2012-12-31
Slovenia,2013,0.784,0.5930449218749999,2013-01-01
Slovenia,2014,0.797,0.23972837370242217,2013-12-31
Slovenia,2014,0.797,0.23972837370242217,2014-01-01
Slovenia,2015,0.809,0.23972837370242217,2014-12-31
Slovenia,2015,0.809,0.23972837370242217,2015-01-01
Slovenia,2016,0.797,0.23972837370242217,2015-12-31
Slovenia,2016,0.797,0.23972837370242217,2016-01-01
Slovenia,2017,0.775,0.23972837370242217,2016-12-31
Slovenia,2017,0.775,0.23972837370242217,2017-01-01
Slovenia,2018,0.766,0.3723141762452107,2017-12-31
Slovenia,2018,0.766,0.3723141762452107,2018-01-01
Slovenia,2019,0.736,0.3723141762452107,2018-12-31
Slovenia,2019,0.736,0.3723141762452107,2019-01-01
Slovenia,2020,0.646,0.3723141762452107,2019-12-31
Slovenia,2020,0.646,0.3723141762452107,2020-01-01
Slovenia,2021,0.599,0.3723141762452107,2020-12-31
Slovenia,2021,0.599,0.3723141762452107,2021-01-01
Slovenia,2022,0.704,0.3723141762452107,2021-12-31
Slovenia,2022,0.704,0.3723141762452107,2022-01-01
Spain,1990,0.814,NA,1989-12-31
Spain,1990,0.814,NA,1990-01-01
Spain,1991,0.814,NA,1990-12-31
Spain,1991,0.814,NA,1991-01-01
Spain,1992,0.814,NA,1991-12-31
Spain,1992,0.814,NA,1992-01-01
Spain,1993,0.823,0.2621351888667992,1992-12-31
Spain,1993,0.823,0.2621351888667992,1993-01-01
Spain,1994,0.823,0.2621351888667992,1993-12-31
Spain,1994,0.823,0.2621351888667992,1994-01-01
Spain,1995,0.823,0.2621351888667992,1994-12-31
Spain,1995,0.823,0.2621351888667992,1995-01-01
Spain,1996,0.822,0.084,1995-12-31
Spain,1996,0.822,0.084,1996-01-01
Spain,1997,0.822,0.084,1996-12-31
Spain,1997,0.822,0.084,1997-01-01
Spain,1998,0.822,0.084,1997-12-31
Spain,1998,0.822,0.084,1998-01-01
Spain,1999,0.822,0.084,1998-12-31
Spain,1999,0.822,0.084,1999-01-01
Spain,2000,0.815,0.08,1999-12-31
Spain,2000,0.815,0.08,2000-01-01
Spain,2001,0.812,0.08,2000-12-31
Spain,2001,0.812,0.08,2001-01-01
Spain,2002,0.812,0.08,2001-12-31
Spain,2002,0.812,0.08,2002-01-01
Spain,2003,0.793,0.08,2002-12-31
Spain,2003,0.793,0.08,2003-01-01
Spain,2004,0.804,0.30949604743083,2003-12-31
Spain,2004,0.804,0.30949604743083,2004-01-01
Spain,2005,0.807,0.30949604743083,2004-12-31
Spain,2005,0.807,0.30949604743083,2005-01-01
Spain,2006,0.805,0.30949604743083,2005-12-31
Spain,2006,0.805,0.30949604743083,2006-01-01
Spain,2007,0.806,0.30949604743083,2006-12-31
Spain,2007,0.806,0.30949604743083,2007-01-01
Spain,2008,0.82,0.288,2007-12-31
Spain,2008,0.82,0.288,2008-01-01
Spain,2009,0.823,0.288,2008-12-31
Spain,2009,0.823,0.288,2009-01-01
Spain,2010,0.824,0.288,2009-12-31
Spain,2010,0.824,0.288,2010-01-01
Spain,2011,0.821,0.038,2010-12-31
Spain,2011,0.821,0.038,2011-01-01
Spain,2012,0.805,0.038,2011-12-31
Spain,2012,0.805,0.038,2012-01-01
Spain,2013,0.782,0.038,2012-12-31
Spain,2013,0.782,0.038,2013-01-01
Spain,2014,0.782,0.038,2013-12-31
Spain,2014,0.782,0.038,2014-01-01
Spain,2015,0.763,0.038,2014-12-31
Spain,2015,0.763,0.038,2015-01-01
Spain,2016,0.769,0.08908713692946058,2015-12-31
Spain,2016,0.769,0.08908713692946058,2016-01-01
Spain,2017,0.758,0.08908713692946058,2016-12-31
Spain,2017,0.758,0.08908713692946058,2017-01-01
Spain,2018,0.777,0.08908713692946058,2017-12-31
Spain,2018,0.777,0.08908713692946058,2018-01-01
Spain,2019,0.805,0.41408810572687227,2018-12-31
Spain,2019,0.805,0.41408810572687227,2019-01-01
Spain,2020,0.793,0.41408810572687227,2019-12-31
Spain,2020,0.793,0.41408810572687227,2020-01-01
Spain,2021,0.779,0.41408810572687227,2020-12-31
Spain,2021,0.779,0.41408810572687227,2021-01-01
Spain,2022,0.791,0.41408810572687227,2021-12-31
Spain,2022,0.791,0.41408810572687227,2022-01-01
Suriname,1990,0.567,NA,1989-12-31
Suriname,1990,0.567,NA,1990-01-01
Suriname,1991,0.381,NA,1990-12-31
Suriname,1991,0.381,NA,1991-01-01
Suriname,1992,0.642,NA,1991-12-31
Suriname,1992,0.642,NA,1992-01-01
Suriname,1993,0.655,NA,1992-12-31
Suriname,1993,0.655,NA,1993-01-01
Suriname,1994,0.657,NA,1993-12-31
Suriname,1994,0.657,NA,1994-01-01
Suriname,1995,0.657,NA,1994-12-31
Suriname,1995,0.657,NA,1995-01-01
Suriname,1996,0.666,NA,1995-12-31
Suriname,1996,0.666,NA,1996-01-01
Suriname,1997,0.669,NA,1996-12-31
Suriname,1997,0.669,NA,1997-01-01
Suriname,1998,0.669,NA,1997-12-31
Suriname,1998,0.669,NA,1998-01-01
Suriname,1999,0.669,NA,1998-12-31
Suriname,1999,0.669,NA,1999-01-01
Suriname,2000,0.678,NA,1999-12-31
Suriname,2000,0.678,NA,2000-01-01
Suriname,2001,0.676,NA,2000-12-31
Suriname,2001,0.676,NA,2001-01-01
Suriname,2002,0.676,NA,2001-12-31
Suriname,2002,0.676,NA,2002-01-01
Suriname,2003,0.676,NA,2002-12-31
Suriname,2003,0.676,NA,2003-01-01
Suriname,2004,0.676,NA,2003-12-31
Suriname,2004,0.676,NA,2004-01-01
Suriname,2005,0.674,NA,2004-12-31
Suriname,2005,0.674,NA,2005-01-01
Suriname,2006,0.672,NA,2005-12-31
Suriname,2006,0.672,NA,2006-01-01
Suriname,2007,0.671,NA,2006-12-31
